Date,Time,Location,Operator,Flight #,Route,AC Type,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground
1952-07-18,00:0,"Whiting Field, near Milton, Florida",Military - Navy,,Corpus Christi - Norfork,Fairchild packet (C119 flying boxcar),46.0,40.0,6.0,41.0,37.0,4.0,0.0
1952-08-26,07:00,"Near Khewra, West Pakistan",Military - Pakistan Air Force,,Khewra - Peshawar,Bristol 170 Freighter,18.0,,,18.0,,,0.0
1952-10-08,,"Off Tarbat Ness, Scotland",Military - Royal Air Force,,,Avro Shackleton MR-1,14.0,2.0,12.0,14.0,2.0,12.0,0.0
1952-10-16,,"Off Kangnung, South Korea",Military - U.S. Air Force,,,Curtiss-Wright C-46D-CU,25.0,21.0,4.0,25.0,21.0,4.0,0.0
1952-11-07,03:00,"Near Summit, Alaska",Military - U.S. Air Force,,Elmendorf AFB - Big Delta,Fairchild C-119C,19.0,14.0,5.0,19.0,14.0,5.0,0.0
1952-11-14,14:45,"Near Seoul, South Korea",Military - U.S. Air Force,,,Fairchild C-119C,44.0,37.0,7.0,44.0,37.0,7.0,0.0
1952-11-15,,"Near Anchorage, Alaska",Military - U.S. Air Force,,Elemndorf AFB - Kodiak NAS,Fairchild C-119C,20.0,15.0,5.0,20.0,15.0,5.0,0.0
1952-11-22,20:15,"Mount Gannett, Alaska",Military - U.S. Air Force,,,Douglas C-124A Globemaster,52.0,41.0,11.0,52.0,41.0,11.0,0.0
1952-11-28,00:50,"Near Tacoma, Washington",Military - U.S. Air Force,,,Douglas C-54G (DC-4),38.0,31.0,7.0,37.0,30.0,7.0,0.0
1952-12-20,06:30,"Moses Lake, Washington",Military - U.S. Air Force,,,Douglas C-124A Globemaster,115.0,105.0,10.0,87.0,82.0,5.0,0.0
1953-01-15,04:48,"25 nm off Agrigento, Italy",Military -Royal Air Force,-,,Vickers Valetta Mk1 / Avero Lancaster,26.0,16.0,10.0,26.0,16.0,10.0,0.0
1953-02-09,19:00,"Cairo, Egypt",Military - Egyptian Air Force,,Al Arish - Cairo,Curtiss-Wright C-46,40.0,35.0,5.0,29.0,24.0,5.0,0.0
1953-03-18,04:10,"Random Island, Newfoundland",Military - U.S. Air Force,,Lajes - Saint John’s - Rapid City,Convair RB-36H,23.0,18.0,5.0,23.0,18.0,5.0,0.0
1953-05-07,,"Off Hartland Point, England",Military - Royal Air Force,,Training,Vickers Valetta T-3,10.0,0.0,10.0,10.0,0.0,10.0,0.0
1953-06-18,16:34,"Tachikawa AFB, Tokyo, Japan",Military - U.S. Air Force,,Tachikawa AB - Kimpo AB,Douglas C-124A Globemaster II,129.0,122.0,7.0,129.0,122.0,7.0,0.0
1953-07-17,23:15,"Near Milton, Florida",Military - U.S. Navy,,Whitting NAS - Norfolk NB,Fairchild R4Q-2,46.0,40.0,6.0,44.0,39.0,5.0,0.0
1953-08-05,,Off Irish coast,Military - U.S. Air Force,, Travis - Lakenheath, Convair B-36,23.0,0.0,23.0,19.0,0.0,19.0,0.0
1953-11-11,17:30,"Off Argyll, Scotland",Military - Royal Air Force,,Training,Avro Shackleton MR-2,10.0,0.0,10.0,10.0,0.0,10.0,0.0
1953-12-17,06:50,"Guam, Mariana Islands",Military - U.S. Air Force,,,Boeing B-29,16.0,6.0,10.0,11.0,5.0,6.0,8.0
1954-01-06,17:20,"Near Aldbury, England",Military -Royal Air Force,,Bovingdon AF - Thorney Island,Vickers Valetta,17.0,13.0,4.0,16.0,12.0,4.0,0.0
1954-01-13,,"Signal Hill, California",Military - U.S. Air Force,,Williams AFB  - Long Beach,F-88 Sabre Jet,1.0,0.0,1.0,1.0,0.0,1.0,6.0
1954-02-01,13:50,"Off Hokkaido, Japan",Military - U.S. Air Force,,Misawa - Chitose,Curtiss-Wright C46D-CU,35.0,30.0,5.0,35.0,30.0,5.0,0.0
1954-02-05,,"Susitna Valley, Alaska",Military - U.S. Air Force,,Ladd AFB - Elemndorf AFB,Douglas C-47,16.0,0.0,16.0,10.0,0.0,10.0,0.0
1954-02-12,,"Off Gozo, Malta",Military - Royal Air Force,,Military exercise,Avro Shackleton MR-2,10.0,0.0,10.0,10.0,0.0,10.0,0.0
1954-03-04,14:30,"Near St. Etienne de Tinee, France",Military - U.S. Air Force,,"Tripoli, Libya - Hahn, W Germany",Douglas C-47A-DL,20.0,18.0,2.0,20.0,18.0,2.0,0.0
1954-03-19,22:30,"Near Lothian, Maryland",Military - U.S. Air Force,,"Oklahoma - Long Island, NY",Fairchild C-110F,18.0,12.0,6.0,18.0,12.0,6.0,0.0
1954-07-02,12:00,"Near Salvador, Brazil",Military - Brazilian Air Force,,,Lockheed C-28,24.0,20.0,4.0,24.0,20.0,4.0,0.0
1954-08-27,22:11,"Near Rapid City, South Dekota",Military - U.S. Air Force,,Training,Convair RB-36H,27.0,23.0,4.0,26.0,23.0,3.0,0.0
1954-10-24,17:50,"Near Nice, Italy",Military - U.S. Air Force,,Rome - Lyons,Douglas C-47A-DL,21.0,18.0,3.0,21.0,18.0,3.0,0.0
1954-10-30,01:00,"Off Ocean City, Maryland",Military - U.S. Navy,57,"Patuxent River NAS - Kenitra, Morocco",Lockheed R7V-1,42.0,21.0,21.0,42.0,21.0,21.0,0.0
1955-03-22,02:03,"Oahu, Hawaii",Military - U.S. Navy,,Tokyo - Hickam - Travis,Douglas R6D-1 (C-118B),66.0,57.0,9.0,66.0,57.0,9.0,0.0
1955-08-11,14:20,"Near Edelweiler, West Germany",Military - U.S. Air Force / Military - U.S. Air Force,,Dreux - Stuttgart,Fairchild C119G / Fairchild C119G,67.0,57.0,10.0,67.0,57.0,10.0,0.0
1955-11-17,,"Near Las Vegas, Nevada",Military - U.S. Air Force,,Burbank - Groom Dry Lake,Douglas MC-54M,14.0,10.0,4.0,14.0,10.0,4.0,0.0
1955-11-20,18:59,"Iwo Jima, Japan",Military - US Air Force,,Iwo Jima AFB - Tachikawa AFB,Douglas C124-DL Globemaster II,11.0,2.0,9.0,10.0,2.0,8.0,0.0
1955-11-30,22:00,"Near Ballico, California",Military - U.S. Air Force,,,Boeing RB-52B,10.0,0.0,10.0,10.0,0.0,10.0,0.0
1956-02-17,13:42,"Near Niles, California",Military - U.S. Marine Corps,,El Toro MAS - Alameda NAS,Douglas R5D2,40.0,35.0,5.0,40.0,35.0,5.0,0.0
1956-03-31,,"Korat ,Thailand",Military - Royal Thai Air Force,,Korat AFB - Bangkok,Douglas C-47A,19.0,17.0,2.0,19.0,17.0,2.0,0.0
1956-05-15,22:17,"Orleans, Ontario, Canada",Military - Royal Canadian Air Force,,Ottawa - Ottawa,CF-100 Mark 4B,2.0,0.0,2.0,2.0,0.0,2.0,13.0
1956-07-13,15:35,"Near Brows Mills, New Jersey",Military - U.S. Air Force,,McGuire AFB - Harmon AFB,Douglas C-118A,66.0,56.0,10.0,46.0,38.0,8.0,0.0
1956-10-10,22:10,"Off Land's End, England",Military - U.S. Navy,,RAF Lakenheath - McGuire AFB,Douglas C188-B,59.0,50.0,9.0,59.0,50.0,9.0,0.0
1956-10-28,22:00,Over the Mediterranean Sea,Military - Egyptian Air Force,,Damascus- Cairo,Curtiss C-46,16.0,12.0,4.0,16.0,12.0,4.0,0.0
1956-12-31,00:04,"Dhahran, Saudi Arabia",Military - U.S. Air Force,,Charleston - Hamilton - Horta - Lisbon - Tripoli - Dhahran,Lockheed C-121C Super Constellation,38.0,31.0,7.0,12.0,12.0,0.0,0.0
1957-02-22,20:00,"Kimpo Air Base, South Korea",Military - U.S. Air Force,,"Kimpo AB - Tokyo, Japan",Douglas C-124C,159.0,149.0,10.0,22.0,19.0,3.0,0.0
1957-03-05,11:00,"Drayton, England",Military -Royal Air Force,,Drayton - Multa,Blackburn Beverley C Mark 1,22.0,17.0,5.0,18.0,15.0,3.0,2.0
1957-03-17,01:40,"Near Cebu, Philippines",Military - Philippine Air Force,,Cebu - Manila,Douglas C-47-A-75-DL Skytrain,25.0,22.0,3.0,24.0,21.0,3.0,0.0
1957-03-22,00:37,Over the North Pacific Ocean,Military - U.S. Air Force,,Travis AFB - Tokyo,Boeing C-97C,67.0,57.0,10.0,67.0,57.0,10.0,0.0
1957-04-17,08:30,"Near El Quweira, Jordan",Military -Royal Air Force,,"Aqaba AFB - Habbaniya, Iraq",Vickers Valetta C-Mk.1,24.0,21.0,3.0,24.0,21.0,3.0,0.0
1957-07-16,21:20,"Near Hsinchu, Taiwan (Formosa)",Military - United States Air Force,,"Clark Field, Philippines - Taipei, Taiwan",Douglas C-47A-90 (DC-3),16.0,9.0,7.0,16.0,9.0,7.0,0.0
1957-12-23,16:00,"Off Oahu, Hawaii",Military - U.S. Navy,,,Lockheed WV-2,23.0,19.0,4.0,19.0,16.0,3.0,0.0
1958-02-01,19:15,"Norwalk, California",Military - U.S.  Air Force / Military - U.S. Navy,,Long Beach - McGuire AFB,Douglas C-118A / Lockheed P2V-5F,41.0,35.0,6.0,41.0,35.0,6.0,1.0
1958-02-15,22:24,"Mount Vesuvius, Italy",Military - US Air Force,,Ramstein - Naples - Turkey,Douglas VC-47A,16.0,14.0,2.0,16.0,14.0,2.0,0.0
1958-02-20,05:35,"Off Corvo Island, Azores",Military - U.S. Navy,,Argentina - Azores,Lockheed WV-2,22.0,0.0,22.0,22.0,0.0,22.0,0.0
1958-03-07,19:45,"Off Ryukyu Islands, Okinawa",Military - U.S. Marine Corps/Military - U.S. Marine Corps,,Subic Bay - Naha,Fairchild R4Q / Dougas AD-6 skyraider,26.0,19.0,7.0,26.0,19.0,7.0,0.0
1958-03-27,16:15,"Bridgeport, Texas",Military - U.S. Air Force/Military - U.S. Air Force,,San Antionio - OK City / Wichita Falls - Forth Worth,Douglas C-124C / Fairchild C-119C,18.0,13.0,5.0,18.0,13.0,5.0,0.0
1958-04-21,08:30,"Near Sloan, 10 miles SW of Las Vegas, Nevada",United Air Lines / Military - U.S. Air Force,736,Los Angeles - New York City,Douglas DC-7 / F-100F,49.0,42.0,7.0,49.0,42.0,7.0,0.0
1958-05-20,11:29,"Brunswick, Maryland",Capital Airlines / Military - Air National Guard,300,Pittsburgh - Baltimore,Vickers Viscount 745D / T-33A,13.0,7.0,6.0,12.0,7.0,5.0,0.0
1958-06-27,00:30,"Near Chicopee Falls, Massachusetts",Military - U.S. Air Force,,Westover AFB - London,Boeing KC-135A,15.0,8.0,7.0,15.0,8.0,7.0,0.0
1958-09-02,14:00,"Sasnashen, Russia",Military - U.S. Air Force,,Survey flight,Lockheed C-130A-II Hercules,17.0,0.0,17.0,17.0,0.0,17.0,0.0
1958-09-02,06:10,Off Guam,Military - U.S. Air Force,,Guam - Clark AB,Douglas C-124C Globemaster,19.0,12.0,7.0,19.0,12.0,7.0,0.0
1958-09-08,19:20,"Near Fairchild AFB, Washington DC",Military - U.S. Air Force / U.S. Air Force,,Training,Boeing B-52 / Boeing B-52,16.0,0.0,16.0,13.0,0.0,13.0,0.0
1958-09-19,,"Triel, France",Military - U.S. Air Force,,Evreux - Spangdahlem,Lockheed C-130A Hercules,15.0,0.0,15.0,15.0,0.0,15.0,0.0
1958-10-09,18:25,"Payette, Idaho",Military - U.S. Air Force,,Ogden Hill AFB - McChord AFB,Fairchild C-123 Provider,19.0,14.0,5.0,19.0,14.0,5.0,0.0
1958-10-15,17:30,"Villa Montes, Bolivia",Military - TAM (Bolivia),,Fortin Campero - Tarija,Douglas C-47A,20.0,17.0,3.0,20.0,17.0,3.0,0.0
1959-06-30,10:35,"Ishikawa City, Ryukyu Island, Okinawa",Military - U.S. Air Force,,,North American F-100D-25NA,1.0,0.0,1.0,0.0,0.0,0.0,17.0
1960-01-10,15:38,Gulf of Sirte,Military - U.S. Army,,Misurata - Benghazi,de Havilland Canada U-1A Otter,10.0,9.0,1.0,10.0,9.0,1.0,0.0
1960-02-25,13:07,"Rio de Janeiro, Brazil",REAL / Military - U.S. Navy,,Campos - Rio de Janeiro,Douglas DC-3 / USN R4-D6,64.0,53.0,11.0,61.0,50.0,11.0,0.0
1960-04-18,,"Stephenville, Newfoundland",Military - U.S. Air Force,,Dover-Stephenville - Lajes - Mildenhall,Douglas C-124C Globemaster,9.0,,9.0,9.0,,9.0,0.0
1960-07-11,11:45,"Near Quito, Ecuador",Military - U.S. Misson,,Bogota - Quito,Douglas C-47B-DK,18.0,14.0,4.0,18.0,14.0,4.0,0.0
1960-07-19,13:45,"Near Goma, Zaire",Military - Royal Belgian Air Force,,,Fairchild C-119G,41.0,37.0,4.0,37.0,33.0,4.0,0.0
1960-08-17,23:45,"Near El Kelaa, Morocco",Military - French Naval Aviation,,,Avro Lancaster 1,20.0,15.0,5.0,20.0,15.0,5.0,0.0
1960-09-22,14:10,"Off Naha, Okinawa",Military - U.S. Navy,,"Atsugi, Japan - Subi Point, Philippines",Douglas R5D-3,29.0,26.0,3.0,29.0,26.0,3.0,0.0
1960-12-11,19:50,"San Andres de Giles, Argentina",Military - Argentine Air Force,,Lima - Antofagasta - El Palomar,Avro 691 Lancastrian IV,31.0,23.0,8.0,31.0,23.0,8.0,0.0
1960-12-17,14:10,"Munich, West Germany",Military - U.S. Air Force,,"Munich - Northolt AB, England",Convair C-131D (CV-340-79),20.0,13.0,7.0,20.0,13.0,7.0,31.0
1961-01-22,03:04,Midway Island Naval Air Station,Military - U.S. Navy,,Survey,Lockheed WV-2 Super Constellation,22.0,0.0,22.0,6.0,0.0,6.0,3.0
1961-01-26,03:30,"Trinity Bay, Newfoundland",Military - U.S. Air Force,,Kenitra - Lajes - Argentia - Norfork,Douglas C-118A Liftmaster,23.0,13.0,10.0,23.0,13.0,10.0,0.0
1961-03-25,,"Near Natal, Brazil",Military - Brazilian Air Force,,Rio de Janerio - Belem,Douglas C-47DL,28.0,22.0,6.0,23.0,21.0,2.0,0.0
1961-04-18,18:10,"Mount Parker, Hong Kong",Military - US Air Force,,Hong Kong - Tainan AFB,C-47(DC-3),15.0,12.0,3.0,14.0,11.0,3.0,0.0
1961-05-24,02:22,"Near Tacoma, Washington",Military - U.S. Air Force,,McChord - Lawton,Douglas C-124A-DL,22.0,16.0,6.0,22.0,16.0,6.0,0.0
1961-05-29,14:36,Singapore,Military - Royal Air Force,,Traing,Handley Page Hastings C-2,13.0,8.0,5.0,13.0,8.0,5.0,0.0
1961-10-10,,"El Adem, Libya",Military - Royal Air Force,,El Adem - Luqa,Handley Page Hastings C-2,37.0,34.0,3.0,17.0,16.0,1.0,0.0
1961-12-12,08:45,"Chievres, Belgium",Military - Belgian Air Force,,,Fairchild C-119G / Fairchild C-119,13.0,0.0,13.0,13.0,0.0,13.0,8.0
1962-03-08,17:30,"Near Alencon, France",Military - U.S. Air Force,,Training exercise,Lockheed C-130A Hercules,15.0,13.0,2.0,15.0,13.0,2.0,0.0
1962-03-20,20:30,Algeria,Military - French Air Force,,Ouargla - Boufarik,Nord 2501 Noratlas,11.0,8.0,3.0,11.0,8.0,3.0,0.0
1962-04-06,15:00,"Near Villavicencio, Colombia",Military - Colombian Air Force,,Bogota - Araracuara - Villavicencio,Douglas C-47,31.0,26.0,5.0,31.0,26.0,5.0,0.0
1962-04-19,,Near Hong Kong,Military - U.S. Air Force,,Hong Kong - Formosa,Douglas C-47,16.0,10.0,6.0,15.0,10.0,5.0,0.0
1962-05-08,,"Near Mong Pa Liao, Burma",Military - Union of Burma Air Force,, Tachilek - Mandalay,Douglas C-47,32.0,28.0,4.0,32.0,28.0,4.0,0.0
1962-05-17,,"Near Nairobi, Kenya",Military - U.S. Air Force,, Tripoli - Nairobi,Lockheed C-130A Hercules,13.0,7.0,6.0,13.0,7.0,6.0,0.0
1962-05-22,11:40,"Near Markt Schwaben, West Germany",Military - U.S. Navy,,,Lockheed C121J,26.0,22.0,4.0,26.0,22.0,4.0,0.0
1962-09-03,16:55,"Yanoyaki, Japan",Military - Japan Maritime Self Defense Force,,,Lockheed P2V-7,12.0,0.0,12.0,12.0,0.0,12.0,1.0
1962-09-10,11:05,"Near Milan, Washington",Military - U.S. Air Force,,Ellsworth AFB - Fairchild AFB,Boeing KC-135A,44.0,40.0,4.0,44.0,40.0,4.0,0.0
1963-01-30,02:00,"Off Patuxent River, Maryland",Military - U.S. Navy,,Training,Lockheed P-3A Orion,14.0,0.0,14.0,14.0,0.0,14.0,0.0
1963-02-01,17:15,"Ankara, Turkey",Middle East Airlines / Military - Turkish Air ForceC-47,265,Nicosia - Ankara,Vickers Viscount 754D / Douglas C-47,17.0,11.0,6.0,17.0,11.0,6.0,87.0
1963-03-23,11:00,"Misaki Mountain, Japan",Military - Japan Air Self Defense Force,,,H-21B,10.0,0.0,10.0,10.0,0.0,10.0,0.0
1963-06-16,15:00,"Near Aysen, Chile",Military - Chilean Air Force,,Coihaique - Pueto Aysén,Douglas C-47A,20.0,17.0,3.0,19.0,16.0,3.0,0.0
1963-06-23,12:00,"Near Augustdorf, West Germany",Military - Royal Belgian Air Force,,Brussels - Gütersloh,Fairchild C-119,47.0,42.0,5.0,38.0,33.0,5.0,0.0
1963-08-28,12:30,"Off Miami, Florida",Military - U.S. Air Force / Military -  U.S. Air Force,,,Boeing KC-135A / Boeing KC-135A,11.0,0.0,11.0,11.0,0.0,11.0,0.0
1963-09-22,,"Off Dover, Deleware",Military - U.S. Air Force,,"Dover AFB - Lajes, Azores",Douglas C-133A,10.0,0.0,10.0,10.0,0.0,10.0,0.0
1963-10-18,,"Near Aswan, Egypt",Military - Soviet Air Force,,Cairo - Aswan,Antonov AN-12,31.0,25.0,6.0,31.0,25.0,6.0,0.0
1964-02-18,15:40,"Banihal Pass, India",Military - Indian Air Force,,Srinagar - Udhampur,Ilyushin IL-14,13.0,8.0,5.0,13.0,8.0,5.0,0.0
1964-03-04,,"Barrackpore, India",Military - Indian Air Force,,Barrackpore - Bagdogra,Fairchild C-119,22.0,17.0,5.0,22.0,17.0,5.0,0.0
1964-05-11,19:20,"Papanga, Philippines",Military - U.S. Air Force,,Travis - Hickam - Clark,Boeing C-135B,84.0,74.0,10.0,79.0,74.0,5.0,0.0
1964-09-04,19:00,"Near Vaong Nong, Thailand",Military - Royal Thai Air Force,,Khoke Kathiam - Vaong Nong,Douglas C-47,34.0,,,28.0,,,0.0
1964-10-19,11:35,"Near Belgrade, Yugoslavia",Military - Soviet Air Force,,Moscow - Belgrade,Ilyushin IL-18,33.0,29.0,4.0,33.0,29.0,4.0,0.0
1964-11-17,18:55,"Off Argentia, Newfoundland, Canada",Military - U.S. Navy,,Training,Lockheed P-3A,10.0,0.0,10.0,10.0,0.0,10.0,0.0
1964-12-11,,"Near Da Nang, South Vietnam",Military - Vietnamese Air Force,,,Fairchild C-123,38.0,32.0,6.0,38.0,32.0,6.0,0.0
1965-01-16,09:30,"Wichita, Kansas",Military - U.S. Air Force,,,Boeing KC-135A,7.0,0.0,7.0,7.0,0.0,7.0,23.0
1965-01-22,,Mt. Helmos. Greece,Military - U.S. Air Force,,Aviano - Athens,Douglas C-124C,10.0,0.0,10.0,10.0,0.0,10.0,0.0
1965-03-23,,"Off San Juan, Puerto Rico",Military - Royal Canadian Air Force,,Training exercise,Canadair CP-107 MK-2,16.0,14.0,2.0,16.0,14.0,2.0,0.0
1965-06-25,01:46,"Near Santa Ana, California",Military - U.S. Air Force,,El Toro -  Honolulu - Okinawa,Boeing C-135A,85.0,73.0,12.0,85.0,73.0,12.0,0.0
1965-07-06,16:00,"Near Oxford, England",Military -Royal Air Force,,,Handley Page Hastings C Mark 1,41.0,35.0,6.0,41.0,35.0,6.0,0.0
1965-07-07,01:30,"Cairo, Egypt",Military - Soviet Air Force,,Cairo - Yamen,Antonov AN-12,31.0,22.0,9.0,30.0,21.0,9.0,0.0
1965-07-11,22:22,"Off Nantucket, Massachusetts",Military - U.S. Air Force,-,Otis AFB,EC-121H (Super Constellation),19.0,15.0,4.0,16.0,13.0,3.0,0.0
1965-07-25,07:40,"Near Libacao, Philippines",Military - Philippine Air Force,,Hong Kong - Da Nang,Douglas C-47,37.0,30.0,7.0,37.0,30.0,7.0,0.0
1965-08-24,10:10,Hong Kong,Military - U.S. Marine Corps,,Hong Kong - Da Nang,Lockheed KC-130F,72.0,66.0,6.0,59.0,57.0,2.0,0.0
1965-11-02,,"Obock, French Somaliland",Military - French Air Force,,Djibouti - Obock,Douglas C-47A,30.0,25.0,5.0,30.0,25.0,5.0,0.0
1965-11-03,07:30,"Off Puerto Lemon, Costa Rica",Military - Argentine Air Force,,Buenos Aires - Howard - San Salvador,Douglas C-54,68.0,59.0,9.0,68.0,59.0,9.0,0.0
1965-12-11,15:00,"Near Tuy Hoa, South Vietnam",Military - U.S. Air Force,,Pleiku - Tuy Hoa,Fairchild C-123C,85.0,81.0,4.0,85.0,81.0,4.0,0.0
1966-01-25,10:15,"Near Binh Khe, South Vietnam",Military - U.S. Air Force,,,Fairchild C-123B,46.0,42.0,4.0,46.0,42.0,4.0,0.0
1966-05-04,08:00,"Near Di Linh, South Vietnam",Military - U.S. Army,,,Boeing CH47A (helicopter),20.0,17.0,3.0,20.0,17.0,3.0,0.0
1966-07-15,,Pakistan,Military - Pakistan Air Force,,,Lockheed C-130B Hercules,10.0,0.0,10.0,10.0,0.0,10.0,0.0
1966-08-17,,"Near Da Nang, South Vietnam",Military - U.S. Marine Corps,,,Chance Vought F-8E,1.0,0.0,1.0,0.0,0.0,0.0,33.0
1966-10-04,,"An Khe, Vietnam",Military - U.S. Army,,Hammond - An Khe,de Havilland Canada CV-2B Caribou,32.0,28.0,4.0,14.0,10.0,4.0,0.0
1966-11-11,01:43,"Off Chatham, Massachusetts",Military - U.S. Air Force,-,Survey flight,Lockheed EC-121H,19.0,15.0,4.0,19.0,15.0,4.0,0.0
1966-11-26,19:20,"Near Saigon, South Vietnam",Military - U.S. Air Force,,Saigon - Korat AB,Douglas C-47D,31.0,25.0,6.0,31.0,25.0,6.0,0.0
1967-03-10,16:20,"Near Phan Rang, South Vietnam",Military - U.S. Navy,,Siagon - Cam Ranh Bay AB,Douglas C-47J,25.0,21.0,4.0,25.0,21.0,4.0,0.0
1967-04-17,17:40,"Near Mamuniyeh, Iran",Military - Imperial Iranian Air Force,,Shiraz - TerhanI,Lockheed C-130B,23.0,14.0,9.0,23.0,14.0,9.0,0.0
1967-06-15,05:00,"Near Coari, Brazil",Military - Brazilian Air Force,,Belem - Cachimbo,Douglas C-47,25.0,20.0,5.0,20.0,16.0,4.0,0.0
1967-06-17,19:30,"An Khe, South Vietnam",Military - U.S. Air Force,,An Khe - Tan Son Nhut,Lockheed C-130B,56.0,49.0,7.0,35.0,35.0,0.0,0.0
1967-10-08,09:40,"Near Huong Thuy, South Vietnam",Military - U.S. Air Force,,Hue - Da Nang,Lockheed C130B,23.0,18.0,5.0,23.0,18.0,5.0,0.0
1967-11-30,14:30,"Near Qui Nhon, South Vietnam",Military - U.S. Air Force,,Pleiku  Qui Nhon,de Havilland Canada C-7A Caribou,26.0,22.0,4.0,26.0,22.0,4.0,0.0
1968-01-08,17:00,"Near Quang Tri, South Vietnam",Military - U.S. Marine Corps,,,Sikorsky CH-53A (helicopter),42.0,37.0,5.0,42.0,37.0,5.0,0.0
1968-01-10,14:00,"Near Copper Canyon, Nevada",Military - U.S. Marine Corps,,Buckley ANGB - Seattle NAS,Douglas C-54P,19.0,12.0,7.0,19.0,12.0,7.0,0.0
1968-02-07,15:00,"Rohtang Pass, Northern India",Military - Indian Air Force,202,"Leh, Kashmir - Chandigarh, Punjab",Antonov AN-12BP,102.0,98.0,4.0,102.0,98.0,4.0,0.0
1968-03-05,08:00,"Near Khe Sanh, South Vietnam",Military - U.S. Air Force,,Hue - Khe Sanh,Fairchild C-123K,49.0,45.0,4.0,49.0,45.0,4.0,0.0
1968-03-09,23:17,"Near Saint Denis, Reunion",Military - French Air Force,,Saint Denis - Paris,Douglas DC6B,20.0,12.0,8.0,19.0,12.0,7.0,0.0
1968-03-27,10:31,"Near Moscow, Russia",Military - Russian Air Force,,,MiG-15 UTI,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1968-04-30,,"Near Chaklala, West Pakistan",Military - Pakistan Air Force,,,Lockheed Martin L-100-10,22.0,18.0,4.0,22.0,18.0,4.0,0.0
1968-05-12,07:20,"Kham Duc, Vietnam",Military - U.S. Air Force,,Kham Duc  - Saigon,Lockheed C-130B Hercules,155.0,149.0,6.0,155.0,149.0,6.0,0.0
1968-10-21,06:00,"Near Ban Me Thuot, South Vietnam",Military - U.S. Air Force,,Saigon - Da Nang,Douglas C-47D,23.0,12.0,11.0,23.0,12.0,11.0,0.0
1969-04-02,12:40,"Near Quang Tri, South Vietnam",Military - U.S. Army,,,Boeing Vertol CH47C (helicopter),78.0,73.0,5.0,24.0,23.0,1.0,0.0
1969-04-15,13:50,"Off Chongjin, North Korea",Military - U.S. Navy,,Atsuji - Atsuji,Lockheed EC-121M,31.0,25.0,6.0,31.0,25.0,6.0,0.0
1969-05-06,13:20,"Near Chon Thanh, South Vietnam",Military - U.S. Army,,,Boeing Vertol CH47A (helicopter),74.0,69.0,5.0,30.0,29.0,1.0,0.0
1969-06-05,,"Off Andreanof Islands, Alaska",Military - U.S. Air Force,,"Shemya, AK - Eielson, AK",Boeing RC-135E,19.0,0.0,19.0,19.0,0.0,19.0,0.0
1969-09-02,11:15,"Near Pakse, Laos",Military - Royal Lao Air Force,,Savannakhet - Pakse,Douglas C-47,35.0,31.0,4.0,35.0,31.0,4.0,0.0
1969-10-02,07:10,Gulf of Tonkin,Military - U.S. Navy,,Subi Point - USS Constellation,Grumman C-2A,26.0,21.0,5.0,26.0,21.0,5.0,0.0
1970-01-12,12:00,Near Villia Greece,Military - Royal Hellenic Air Force,,Military exercise,Douglas C-47,27.0,22.0,5.0,23.0,19.0,4.0,0.0
1970-03-16,11:30,"Near Da Nang, South Vietnam",Military - U.S. Navy,,Taiwan - Da Nang,Lockheed EC-121P,31.0,0.0,31.0,23.0,0.0,23.0,0.0
1970-04-25,10:23,"Rivolto, Italy",Military - Italian Air Force,,Rivolto - Grazzanise,Fairchild C-119G,19.0,12.0,7.0,17.0,10.0,7.0,0.0
1970-05-04,08:04,"Hamilton AFB, California",Military - U.S. Air Force,,Hamilton - Spokane,Convair CV-240,14.0,0.0,14.0,13.0,0.0,13.0,0.0
1970-06-10,,"Near Huaricanga, Peru",Military - LADE,,Quito - Lima - Salta - Buenos Aires,Fokker F-27 Friendship 400M,8.0,5.0,3.0,5.0,3.0,2.0,0.0
1970-07-18,17:20,North Atlantic Ocean,Military - Soviet Air Force,,Reykjavik - Halifax - Sidney,Antonov AN-22,23.0,15.0,8.0,23.0,15.0,8.0,0.0
1970-08-03,,"Near Las Vegas, Nevada",Military - United States Navy,,Nellis - North Island - Barbers Point,Lockheed P-3A Orion,10.0,0.0,10.0,10.0,0.0,10.0,0.0
1970-10-02,14:07,"Near Taipei, Taiwan",Military - U.S. Air Force,,Taipei - Ching Chuan Kang,Lockheed C-130E,43.0,37.0,6.0,43.0,37.0,6.0,0.0
1970-11-27,13:30,"Near Nha Trang, South Vietnam",Military - U.S. Air Force,,Saigon - Nha Trang AB,Fairchild C-123K,79.0,73.0,6.0,79.0,73.0,6.0,0.0
1970-11-29,14:30,"Near Cam Ranh, South Vietnam",Military - U.S. Air Force,,Cam Ranh Bay AB - Siagon,Fairchild C-123K,44.0,39.0,5.0,42.0,37.0,5.0,0.0
1971-04-15,07:00,"Near San Jose, Philippines",Military - Philippine Air Force,,Manila - Nichols AFB,Douglas C-47A,40.0,36.0,4.0,39.0,35.0,4.0,0.0
1971-06-06,17:11,"Near Duarte, California",Hughes Airwest  / Military - US Marine Air Corps,706,Los Angeles - Salt Lake City,McDonnell Douglas DC-9-31 / F4-B,51.0,44.0,7.0,50.0,44.0,6.0,0.0
